foobar,height (cm)
336,0.5763618809415884
337,0.17393111220045993
338,0.9153321893545521
339,0.6085179077624764
340,0.3247894372279898
341,0.2763894704442358
342,0.07603696900642817
343,0.21538286798647374
344,0.5901056677817821
345,0.18810609707663897
346,0.6255275126640898
347,0.12063974131043904
348,0.15628657359922177
349,0.582226733480668
350,0.24642195220854138
351,0.543772583104765
352,0.1559037770603388
353,0.341750486300616
354,0.5711055547973041
355,0.30729801107027305
356,0.11663060092903599
357,0.4852264321698365
358,0.1873597592599837
359,0.12347924485411166
360,0.33238770856135835
361,0.4066381001043202
362,0.5429216340904356
363,0.16161501938633643
364,0.5524296096161226
365,0.3895456699588199
366,0.6010254846458682
367,0.5401700232197546
368,0.13037436886897458
369,0.2637827950892521
370,0.23681149608365168
371,0.38178241926974
372,0.3050433235506841
373,0.2514143301031416
374,0.2851849711012194
375,0.19726728121985898
376,0.10748031652149789
377,0.11007196912364021
378,0.28391685498807334
379,0.487852372369302
380,0.07518529247473336
381,0.29357722009179943
382,0.5378075333328979
383,0.2965795980219751
384,0.12910460189558023
385,0.22294284569826306
386,0.27639289626763447
387,0.15336686191510288
388,0.09769069306104405
389,0.2986647092903329
390,0.21615292113939333
391,0.21048166122258383
392,0.10942847041151692
393,0.38150287793052706
394,0.30633028006147484
395,0.37671020130599997
396,0.6612576002716772
397,0.10935948167082178
398,0.3491143361049238
399,0.33187492894047266
400,0.1809408679767444
401,0.15941028970655938
402,0.1609293366029808
403,0.2831814505982547
404,0.4039526076507599
405,0.3085499599985264
406,0.780733185514766
407,0.15421338174079993
408,0.5539645834998839
409,0.5238961059298627
410,0.15111455954184816
411,0.15865002119027294
412,0.372978695397001
413,0.30978980578807225
414,0.24348558918867913
415,0.5110000709895752
416,0.42446732136083565
417,0.7438582551126917
418,0.1517866848714275
419,0.30393688249062806
420,0.2147471000269082
421,0.16042403008556105
422,0.46316103252124685
423,0.201448511438082
424,0.2568873018470421
425,0.11157467151220266
426,0.2420537622610984
427,0.2702042878798195
428,0.22443067292189145
429,0.29453794041310843
430,0.45191603089592436
431,0.10816975929580426
432,0.2088046760881182
433,0.5481969171812088
434,0.22639843000277643
435,0.34754653467931124
436,0.09401428738026515
437,0.19115887034522916
438,0.41595680234682764
439,0.09010438277397094
440,0.4288791484166672
441,0.37464929619711795
442,0.38553860661174366
443,0.23509711861237495
444,0.10794793416803407
445,0.23333658744612681
446,0.4138306820497233
447,0.20235181471854294
448,0.11288307300283396
449,0.49616771491514555
450,0.2315707205828511
451,0.2776943296183342
452,0.21950253902377717
453,0.47150811970446294
454,0.17160400067664144
455,0.38074132513137315
456,0.2261071813315246
457,0.3353303955607092
458,0.38979480767735597
459,0.4215352615972774
460,0.1519619761536894
461,0.6833644361110636
462,0.04037271689428138
463,0.1255832201002837
464,0.21940153680269048
465,0.6075920486404383
466,0.29205113369721336
467,0.45082006213666204
468,0.22468797819110248
469,0.30543687853913526
470,0.5959618257307554
471,0.3387564202733794
472,0.13866580025691355
473,0.5759448394109127
474,0.25306016557335653
475,0.328009773229073
476,0.15279833464579762
477,0.356020216457658
478,0.3009098924760833
479,0.36198814865068096
480,0.3346664491248025
481,0.2871166846819876
482,0.45400200536717794
483,0.2850688605398309
484,0.40024912012592784
485,0.5658484849639411
486,0.11615050107475199
487,0.17141664370519405
488,0.10427521705548286
489,0.6809230959437685
490,0.1971720756330712
491,0.16526050296154976
492,0.16001412603171883
493,0.5071930850421892
494,0.18047076754560218
495,0.43619317713728056
496,0.5000276971642706
497,0.17114705999265528
498,0.31519369436968453
499,0.1876745577408372
500,0.11295885728333913
501,0.5909411964040836
502,0.5320831660838481
503,0.203067388248527
504,0.2959313889355679
505,0.18536524763423645
506,0.3389363097583399
507,0.2947994158350339
508,0.2546701723065256
509,0.5070914774471765
510,0.5052073072560939
511,0.09815944263170595
512,0.46007395369614923
513,0.05388459764481884
514,0.23360770631951086
515,0.41349195186346765
516,0.3072876291752826
517,0.44311634397365973
518,0.19149043629549495
519,0.11124156592352237
520,0.1738646996092553
521,0.15728326360254125
522,0.16662712169786498
523,0.16331092324323254
524,0.5490483729304845
525,0.25049866235947826
526,0.5037957599618728
527,0.26697967171121795
528,0.3713363175415402
529,0.4735553329403367
530,0.6557819401264191
531,0.06348636483678369
532,0.18317945018475573
533,0.12257227908651874
534,0.06247438973125454
535,0.4185858221021005
536,0.225183933534701
537,0.272345622359259
538,0.2996255496409588
539,0.2359919339055488
540,0.0446734742553282
541,0.7687965947742617
542,0.07782055162160478
543,0.44202101092737245
544,0.18245936603285773
545,0.1767173794450524
546,0.2667375772109195
547,0.48927022460239267
548,0.3942834289649897
549,0.20103067208685071
550,0.44229524427114364
551,0.14945986071110676
552,0.26003821276168054
553,0.09556863452052455
554,0.20820334336247687
555,0.21567240105842558
556,0.5583765254036651
557,0.41296167263288874
558,0.17047987839136503
559,0.1524070034396742
560,0.1859899900224531
561,0.4178331263960512
562,0.027496350596770636
563,0.19609699202509068
564,0.47730575985577883
565,0.23787581446080464
566,0.5375454351825352
567,0.5073703850277562
568,0.21732408348629262
569,0.109025663970303
570,0.41775287181645526
571,0.5247576198164065
572,0.09892560347254166
573,0.39602494753947504
574,0.28428144707921843
575,0.2701119112001552
576,0.19854546286118968
577,0.3844403642951292
578,0.593866997329772
579,0.203893337029503
580,0
581,0.35295733563124354
582,0.325131931593416
583,0.3431529985414673
584,0.8023907324767018
585,0.3723451417518133
586,0.17589730417988542
587,0.24544185598034668
588,0.22553943013175573
589,0.15662945135330997
590,0.22215234760756486
591,0.5526987801449629
592,0.15173684661176606
593,0.08745369733230857
594,0.18561958725937655
595,0.3466607743213024
596,0.5936081713090666
597,0.16471030664398295
598,0.13864875761764658
599,0.33419051796026766
600,0.11170894695345168
601,0.7211868749846158
602,0.26568301552038454
603,0.2715245313912607
604,0.31425789051706304
605,0.3681623710683384
606,0.2653479465990044
607,0.47123164497954984
608,0.5267836050463899
609,0.21460346545597006
610,0.10065375596561803
611,0.23209825274758264
612,0.4046240681862434
613,0.16921093381826108
614,0.3233490134473971
615,0.2691853467878692
616,0.5225690482545672
617,0.5271412549005065
618,0.03582243003811571
619,0.07267699670128185
620,0.37294954448665874
621,0.15508032831289587
622,0.4687684609411812
623,0.323436555291674
624,0.1457069914220098
625,0.2944054376870975
626,0.2660241752040942
627,0.37531006965139424
628,0.3986506333609934
629,0.19223111139751914
630,0.3942045572877485
631,0.12368101731493825
632,0.644193521510908
633,0.3410118545310541
634,0.4074173715388165
635,0.3265151738809806
636,0.14558489499814675
637,0.25753917641504454
638,0.32789608885089805
639,0.2997000371476721
640,0.19160343755606535
641,0.44246137491774973
642,0.14725281094298978
643,0.7409965501187955
644,0.5096986672469406
645,0.4215063956859697
646,0.26303337787891135
647,0.5080756591607265
648,0.2519525315949837
649,0.3947543286236531
650,0.252915186919472
651,0.6200616602287478
652,0.21641345563769004
653,0.36659395422458096
654,0.1453766007078571
655,0.3806965178369168
656,0.38134248277114025
657,0.3817771283410112
658,0.5067751067979975
659,0.13296742818291182
660,0.011435862390513973
661,0.327569407521098
662,0.6513581245783983
663,0.5858854759024252
664,0.450307211079096
665,0.40939969362246353
666,0.4271783051812881
667,0.19581716515374598
668,0.21195007184544834
669,0.20557172551498
670,0.2617429521664284
671,0.5162196698829506
672,0.354044937541487
673,0.3033293982308685
674,0.08640543361071502
675,0.10169075863807268
676,0.48183048180273713
677,0.0821380758498767
678,0.4715220815859278
679,0.30170379659001495
680,0.19591719656565076
681,0.27160644483530993
682,0.21217255708466248
683,0.5144908908449946
684,0.15908264785104842
685,0.23480306032558163
686,0.5517959428135516
687,0.4065307165592109
688,0.5553275462461733
689,0.36849113936839684
690,0.18601833736146522
691,0.4347798348900742
692,0.8583147171090474
693,0.23284206949985986
694,0.4122987253015833
695,0.09648228491506061
696,0.05728141846790488
697,0.5747455230840097
698,0.27199023152577856
699,0.24385121326047798
700,0.30736663753399013
701,0.6898780469446947
702,0.23842082184219926
703,0.14530350585737634
704,0.18932054594197179
705,0.41068477059289266
706,0.4814145717515478
707,0.3443158689854249
708,0.2849345376775785
709,0.273898169935038
710,0.4023816324252669
711,0.21313673947706774
712,0.4395947118507134
713,0.08634826484336339
714,0.6978194426499814
715,0.23568728336916084
716,0.16274181003570884
717,0.4087575036925636
718,0.25006170724958476
719,0.3864968073586489
720,0.34303417421899873
721,0.1965310989474397
722,0.30971371215492316
723,0.5330362250911287
724,0.2295473369022728
725,0.21898918218671973
726,0.6810003248287784
727,0.5016932053086655
728,0.6699845292122765
729,0.1568998270767193
730,0.3191011776856567
731,0.3696022348013195
732,0.15501069780982285
733,0.16322688787178058
734,0.03989561563138837
735,0.3720544557289751
736,0.36971609061095967
737,0.151469169961916
738,0.12839447401276521
739,0.18311074475679692
740,0.18317055836117224
741,0.3729902793536293
742,0
743,0.43472215605946496
744,0.14808252894748855
745,0.24031298219216082
746,0.11473080182738994
747,0.4649113567968638
748,0.10322556136803589
749,0.35610550683142406
750,0.5007555460302313
751,0.4153076913280793
752,0.4914578020889381
753,0.21390562766072213
754,0.5901941983747339
755,0.2210678922631969
756,0.38513116963338834
757,0.15118518361690678
758,0.4376231723743076
759,0.9428889213184385
760,0.12212655768655675
761,0.34682979184171403
762,0.09745404908847291
763,0.21425173092240432
764,0.30467652825428304
765,0.8859357273683088
766,0.11328628661359329
767,0.18712981347406887
768,0.21280772827087113
769,0.23018613270840152
770,0.6015063329212786
771,0.440816578647902
772,0.20358640325693073
773,0.9000012085799242
774,0.3776693564738577
775,0.3484724127232053
776,0.18505617463408658
777,0.017618707955425805
778,0.31260233071061816
779,0.3269860861110617
780,0.17908751344610038
781,0.29533497074140735
782,0.1218713656424601
783,0.3782313421303829
784,0.20740315036007684
785,0.11336828811086562
786,0.2928064382043372
787,0.13246776291226503
788,0.6481903104465786
789,0.3797110474669966
790,0.4564072642916672
791,0.18617858642145746
792,0.5420060753818995
793,0.213974254158286
794,0.520291990633924
795,0.7535751190953127
796,0.5428396384580136
797,0.15251035941584212
798,0.40360657007960876
799,0.4181036489218656
800,0.12310086099319609
801,0.9284427198864798
802,0.5270349562811157
803,0.46437504210006675
804,0.2112482597478377
805,0.17406096671928228
806,0.398726673132881
807,0.8392890459080666
808,0.38317050109082396
809,0.2552039820329132
810,0.3577972823775136
811,0.5151951742540044
812,0.21377844115051636
813,0.20548643758709878
814,0.1484852225872371
815,0.16099591186023363
816,0.642687146951808
817,0.16510358258043306
818,0.1318082705208488
819,0.3092898677145417
820,0.48538264122240227
821,0.26446867614564895
822,0.418537643691442
823,0.5192039338984734
824,0.28039263398688685
825,0.23758950952317084
826,0.1773019537755962
827,0.286363519817004
828,0.6463751639024249
829,0.37599865428369406
830,0.393717219392979
831,0.028481346776206617
832,0.20541862044009931
833,0.6150565781327677
834,0.42396765008595483
835,0.5757696155177798
836,0.6427215741515949
837,0.2227781735541167
838,0.1277168735766903
839,0.29943007119938436
840,0.21238061106334305
841,0.30526974289636377
842,0.4012889998072612
843,0.5653245874566845
844,0.37886711347982593
845,0.5100655694261615
846,0.1436043500776814
847,0.19570869212896858
848,0.17567859761405868
849,0.16501166692027835
850,0.09578552891049029
851,0.290628808960458
852,0.2279504958855964
853,0.4218812393376852
854,0.6275440485027131
855,0.2308358318962488
856,0.15481951003153333
857,0.24420259518143253
858,0.2537289302237484
859,0.22067880257683636
860,0.09811280707589429
861,0.5300616859276495
862,0.38799034816870914
863,0.5781782040160323
864,0.37965197234947334
865,0.2533409057419393
866,0.3704349960302682
867,0.24927566615192573
868,0.7105636396969441
869,0.5874406353002884
870,0.15041112601044881
871,0.16345574455678535
872,0.4799251142314829
873,0.17021937113922708
874,0.31772939650594617
875,0.42369939288610914
876,0.2905111298776161
877,0.38304782827340533
878,0.20861895488067742
879,0.4630776112968127
880,0.6890480852229894
881,0.5191109615944853
882,0.1841844168837133
883,0.25837760605741295
884,0.5570778818149141
885,0.08361875843119361
886,0.6574626213122133
887,0.2185351891675202
888,0.2028064270355024
889,0.28733273608180476
890,0.2420750727005894
891,0.20410077080454414
892,0.21234202732289342
893,0.25493135777682135
894,0.1132340592913674
895,0.06102242717553523
896,0.4099288549675181
897,0.05656489612231276
898,0.45268562340132346
899,0.2878467296973778
900,0.4537465909755134
901,0.247999683400456
902,0.21551592410454112
903,0.47835936502678134
904,0.13524818633191724
905,0.077426945185906
906,0.3050026988576857
907,0.31281509114599987
908,0.11830789987085027
909,0.38572039907135147
910,0.26099337270840534
911,0.3616798994047046
912,0.4809401882098695
913,0.473421378941589
914,0.5605670177940549
915,0.44590427328234783
916,0.25089433893347074
917,0.42944811488173207
918,0.21023602348685444
919,0.4051873947278033
920,0.3484237842692902
921,0.3261384880438807
922,0.22321046583128795
923,0.4482308244151648
924,0.3342456601745928
925,0.6003857524856747
926,0.29031266469235534
927,0.3867027019184668
928,0.3788758885481548
929,0.5861977574827075
930,0.35068160142027993
931,0.13841965307720194
932,0.1604312330053711
933,0.12339991644905476
934,0.21214894071329954
935,0.3502741020107646
936,0.38090131406850825
937,0.5043413898961356
938,0.10284431121793006
939,0.1337447822193076
940,0.13079916038044875
941,0.25761119454633785
942,0.04236637172678732
943,1.0647627535241337
944,0.27724663701733127
945,0.31811410130806583
946,0.18290125159554654
947,0.3136270579957935
948,0.28326408300674344
949,0.2832628909055029
950,0.20556532374891623
951,0.48093831052088465
952,0.3558608572304385
953,0.4196265591380429
954,0.28385131799103275
955,0.38834366354052985
956,0.322652843179231
957,0.24901871871083708
958,0.3255168800313093
959,0.18546940870602113
960,0.2134509816931381
961,0.25918679970240993
962,0.5593791954070754
963,0.24933648782539675
964,0.31250287980545194
965,0.25704623696040885
966,0.4947746764684513
967,0.3077916268838173
968,0.16737167635688951
969,0.08749424402359753
970,0.3187234814246531
971,0.19093869097070937
972,0.10070003959297402
973,0.342786057708922
974,0.45635194031941184
975,0.24811132781074358
976,0.3330006819545187
977,0.32055757805961393
978,0.5403494952645257
979,0.3523812100873165
980,0.23806384888946322
981,0.31753240587002435
982,0.8548286334441579
983,0.2900354380183533
984,0.22818875386127369
985,0.2528728883138259
986,0.2488533923238233
987,0.37695645405654965
988,0.34866590159658484
989,0.40218631014547657
990,0.3989080335175258
991,0.5469905084202451
992,0.3471115635308992
993,0.253608891917776
994,0.4997990132601673
995,0.3600201241616148
996,0.17686310210089434
997,0.2250958314988436
998,0.2653822324908618
999,0.26426428563187987
1000,0.11653894320945989
1001,0.1710531750088079
1002,0.27188718825987396
1003,0.1651366443667931
1004,0.6134650197208504
1005,0.830549052681107
1006,0.33824432207950517
1007,0.32873007907711904
1008,0.17716632233487015
1009,0.22319751486206968
1010,0.7707882108067468
1011,0.31470673712047403
1012,0.2317323647804074
1013,0.3425389364588133
1014,0.3445080910145747
1015,0.22415131877323424
1016,0.46205888203444445
1017,0.462643770137635
1018,0.14148075991286166
1019,0.5201393456157881
1020,0.3638681810399167
1021,0.39213107180225626
1022,0.34959521677368066
1023,0.6640707782985664
1024,0.24615779141374647
1025,0.12382253696165664
1026,0.22341474234378433
1027,0.11076393913614843
1028,0.12868835692262964
1029,0.20311898288952968
1030,0.1947825213505862
1031,0.3687494970439744
1032,0.3885253380930138
1033,0.9074447388909356
1034,0.038304261983378524
1035,0.6238473743636769
1036,0.5323511346553842
1037,0.0868435875100135
1038,0.6385248413126162
1039,0.016691382923417694
1040,0.2494424763384362
1041,0.2220316965160957
1042,0.12510427659758994
1043,0.17375844598267892
1044,0.5643554013201026
1045,0.3276882334791791
1046,0.2908315774183581
1047,0.3288489149694962
1048,0.19162360614186974
1049,0.4045797657007534
1050,0.10915552587764879
1051,0.6003558203349371
1052,0.461682080436999
1053,0.06664328650208318
1054,0.22180374885457893
1055,0.10789277645983525
1056,0.7699968361319003
1057,0.24797980014622936
1058,0.4333873257414932
1059,0.026930025111379957
1060,0.2881890689498591
1061,0.227925610702592
1062,0.17206750934999895
1063,0.32228879683907913
1064,0.5459907111810265
1065,0.4228466503702226
1066,0.17264296749106345
1067,0.5345472087145694
1068,0.3622584171552913
1069,0.2754829260819654
1070,0.5536359269645296
1071,0.22439025414666652
1072,0.3454838360169661
1073,0.3675705584008382
1074,0.29611554365565806
1075,0.42748223719620415
1076,0.7120662635007677
1077,0.1828120140192654
1078,0.4155803068859931
1079,0.19884511963341095
1080,0.4505364036762418
1081,0.28923751842941237
1082,0.09509306877057237
1083,0.06040778011864918
1084,0.3360497800959257
1085,0.4225406386590689
1086,0.6517231774458659
1087,0.0742813794508343
1088,0.2526140561005016
1089,0.3664564838992894
1090,0.5851234321669638
1091,0.23568106663561722
1092,0.18291945699264694
1093,0.19845592338122692
1094,0.24946892026929324
1095,0.24222155209007218
1096,0.13822107255350946
1097,0.15243754153071115
1098,0.613730315392138
1099,0.44914149559933625
1100,0.6222408973540103
1101,0.11880692116223648
1102,0.34248545233807154
1103,0.22411540792559514
1104,0.37911885675328005
1105,0.2446734026134501
1106,0.19380168509211498
1107,0.19589507043725105
1108,0.29537088176550924
1109,0.5535132577552805
1110,0.5089143148669965
1111,0.25658551039556354
1112,0.4326493010503991
1113,0.2871270257400456
1114,0.4543209239776078
1115,0.46501196790173693
1116,0.1915796375264508
1117,0.5843612758673723
1118,0.21869553120539467
1119,0.7041512339956315
1120,0.24725381638938346
1121,0.23633803880641277
1122,0.27930187283814667
1123,0.21131753813567855
1124,0.478776594839771
1125,0.5469856736011499
1126,0.6563773572954172
1127,0.5700383492554619
1128,0.2747034591143192
1129,0.7757495139174345
1130,0.23046109641196597
1131,0.13684303377926715
1132,0.5680768325437245
1133,0.21323523041786943
1134,0.10830469888227337
1135,0.1434870429392073
1136,0.08843306237849052
1137,0.10083765078384603
1138,0.2245639131264977
1139,0.5799114288120518
1140,0.4200412114713109
1141,0.48273273656918536
1142,0.2712807494209677
1143,0.1576969562482369
1144,0.30299102902800834
1145,0.1437993856605381
1146,0.1571974109323633
1147,0.4302004255826438
1148,0.09149505490636972
1149,0.11670943828870549
1150,0.1857968212505121
1151,0.24201398516322914
1152,0.06956185196672332
1153,0.3630409944351286
1154,0.3815422772630209
1155,0.4565089638528148
1156,0.21496648513010339
1157,0.31516426019452576
1158,0.48509830332471515
1159,0.2003839891943207
1160,0.3525150044333526
1161,0.16229099783368542
1162,0.3938881937903884
1163,0.294041850631643
1164,0.22525258328869865
1165,0.4254717836373695
1166,0.5532039519103586
1167,0.5459888463188943
1168,0.6841592685652552
1169,0.6922763818745844
1170,0.24088531742494151
1171,0.20357722595655553
1172,0.23936701303771443
1173,0.5442789565560973
1174,0.08091858080689236
1175,0.2965026011677778
1176,0.1368427262547322
1177,0.0032127460981812295
1178,0.18139303730299122
1179,0.4214092979893087
1180,0.21360211095164783
1181,0.17506156655881822
1182,0.5396511903698497
1183,0.1745330063811158
1184,0.13581019749623946
1185,0.3385246103936498
1186,0.6142823592080352
1187,0.15872958068066803
1188,0.12698578198564814
1189,0.5737775371190298
1190,0.06860524424185602
1191,0.5251388209846342
1192,0.43521313715267107
1193,0.48098965452900944
1194,0.3321389867514074
1195,0.5007904202497534
1196,0.16478702743042892
1197,0.35412734453121764
1198,0.3177068412498842
1199,0.6300230561659885
1200,0.5021731154235279
1201,0.6285820334545373
1202,0.31084916381089067
1203,0.22314852679558234
1204,0.0581590011194144
1205,0.4782010595178088
1206,0.08528515500495358
1207,0.20813460387294896
1208,0.6086123724340079
1209,0.04490350150789257
1210,0.20243422528902727
1211,0.16686121198926213
1212,0.13613687259131563
1213,0.3129891095259828
1214,0.43293599778640146
1215,0.43049799611395523
1216,0.1221991264280867
1217,0.2911577092596628
1218,0.12228698130301574
1219,0.49217584213655585
1220,0.40091631823156926
1221,0.1885306729278442
1222,0.3331146121781592
1223,0.48279030735079753
1224,0.20921701378711893
1225,0.20186963679762066
1226,0.23567825203127624
1227,0.42535243143513213
1228,0.29823806065547065
1229,0.5772319831586689
1230,0.3227162158649194
1231,0.13658418210899587
1232,0.09849326442922916
1233,0.23491620637906854
1234,0.21100238500251287
1235,0.3056486182025485
1236,0.30635767721472285
1237,0.4983276094863587
1238,0.43490582003433653
1239,0.2139406711824101
1240,0.18302808710263035
1241,0.2635540459961774
1242,0.14762067598634737
1243,0.4080415663446848
1244,0.30852204721612303
1245,0.1591605011289603
1246,0.3758621410897782
1247,0.30921488437340944
1248,0.24145171291889678
1249,0.254887708323126
1250,0.07713692208127065
1251,0.15393235881850353
1252,0.40252392635938605
1253,0.19578087893986712
1254,0.1878360985687742
1255,0.3548729693285724
